	card1	card2	suited	force	qualifies	hrank
823	♢3	♣A	False	0	True	One Pair
824	♣9	♣A	True	0	True	Three Of A Kind
825	♠T	♣T	False	2	True	Two Pair
826	♡J	♡2	True	2	False	One Pair
827	♣9	♢T	False	0	True	Three Of A Kind
828	♡T	♣7	False	0	False	One Pair
829	♡A	♡7	True	0	True	Flush
830	♢T	♡8	False	0	True	Full House
831	♠Q	♠8	True	0	True	Three Of A Kind
832	♣2	♠Q	False	1	True	Three Of A Kind
833	♣3	♡6	False	0	True	Three Of A Kind
834	♣9	♠4	False	0	True	Three Of A Kind
835	♠3	♡2	False	2	True	Three Of A Kind
836	♠7	♣7	False	2	False	One Pair
837	♡6	♡J	True	0	True	Three Of A Kind
838	♣3	♠A	False	0	False	High Card
839	♠5	♠T	True	0	True	One Pair
840	♠T	♡7	False	0	False	High Card
841	♢6	♢3	True	0	False	One Pair
842	♣8	♠K	False	0	True	Three Of A Kind
843	♠J	♢7	False	0	True	One Pair
844	♡J	♠7	False	0	False	High Card
845	♡T	♡5	True	0	True	Full House
846	♡Q	♡K	True	2	False	High Card
847	♠9	♡4	False	0	True	Three Of A Kind
848	♣2	♢K	False	1	True	Three Of A Kind
849	♣K	♣J	True	2	True	Three Of A Kind
850	♣6	♠4	False	0	False	One Pair
851	♠5	♣2	False	2	True	Four Of A Kind
852	♣9	♡6	False	0	True	Full House
853	♡T	♣T	False	2	True	Three Of A Kind
854	♣2	♢2	False	1	True	Four Of A Kind
855	♣2	♡4	False	1	True	Four Of A Kind
856	♡8	♣K	False	0	False	One Pair
857	♡4	♢2	False	2	True	Straight
858	♠T	♠4	True	0	True	Four Of A Kind
859	♡8	♢9	False	0	True	Two Pair
860	♠4	♡9	False	0	True	Three Of A Kind
861	♢J	♣T	False	0	True	One Pair
862	♡Q	♡8	True	0	True	Full House
863	♠9	♢A	False	0	True	One Pair
864	♣5	♡4	False	0	True	One Pair
865	♠8	♣Q	False	0	True	One Pair
866	♡7	♢2	False	2	True	One Pair
867	♣9	♣4	True	0	False	High Card
868	♣4	♢5	False	0	False	High Card
869	♠2	♣4	False	1	True	One Pair
870	♡9	♠3	False	0	True	Three Of A Kind
871	♢5	♡7	False	0	True	One Pair
872	♠Q	♣5	False	0	False	High Card
873	♣T	♢J	False	0	False	High Card
874	♡4	♣J	False	0	True	Two Pair
875	♡2	♣5	False	1	False	One Pair
876	♣A	♢9	False	0	True	Four Of A Kind
877	♣A	♡A	False	2	True	Two Pair
878	♢T	♡3	False	0	True	Three Of A Kind
879	♡J	♣A	False	0	True	Full House
880	♠5	♢T	False	0	True	Three Of A Kind
881	♡7	♡T	True	0	False	One Pair
882	♠A	♡T	False	0	False	One Pair
883	♡9	♠5	False	0	True	Four Of A Kind
884	♠A	♢K	False	2	False	High Card
885	♠6	♣5	False	0	False	One Pair
886	♢A	♡4	False	0	True	One Pair
887	♢4	♡Q	False	0	True	One Pair
888	♠4	♣J	False	0	False	One Pair
889	♢9	♠3	False	0	True	Three Of A Kind
890	♣6	♡A	False	0	True	One Pair
891	♠6	♡4	False	0	True	Three Of A Kind
892	♢Q	♣J	False	0	False	High Card
893	♢2	♠T	False	1	True	Four Of A Kind
894	♠4	♣3	False	0	False	High Card
895	♠7	♠Q	True	0	False	High Card
896	♢2	♢9	True	1	True	Three Of A Kind
897	♡Q	♡2	True	2	True	Three Of A Kind
898	♢K	♣Q	False	2	True	Full House
899	♣Q	♠3	False	0	False	One Pair
900	♡Q	♢9	False	0	False	High Card
901	♢Q	♢A	True	2	True	Two Pair
902	♠2	♠5	True	1	True	Four Of A Kind
903	♣3	♡K	False	0	False	One Pair
904	♣5	♢2	False	2	True	Three Of A Kind
905	♢T	♡J	False	0	True	Three Of A Kind
906	♠8	♣9	False	0	False	One Pair
907	♠Q	♢K	False	2	False	One Pair
908	♣2	♡6	False	1	True	Three Of A Kind
909	♢8	♡8	False	2	True	Three Of A Kind
910	♢4	♡3	False	0	True	One Pair
911	♢7	♡2	False	2	True	Four Of A Kind
912	♣K	♠T	False	0	True	One Pair
913	♣Q	♣7	True	0	True	One Pair
914	♠3	♠4	True	0	False	One Pair
915	♡J	♠5	False	0	True	Three Of A Kind
916	♣T	♢A	False	0	True	Three Of A Kind
917	♣9	♡J	False	0	False	One Pair
918	♢6	♡7	False	0	False	One Pair
919	♠4	♢K	False	0	False	High Card
920	♢2	♠Q	False	1	True	Three Of A Kind
921	♡6	♡8	True	0	True	Three Of A Kind
922	♣K	♠8	False	0	True	Two Pair
923	♠T	♣J	False	0	True	Four Of A Kind
924	♡A	♢T	False	0	True	Flush
925	♢2	♠8	False	1	True	Three Of A Kind
926	♡2	♣7	False	1	True	Three Of A Kind
927	♡K	♠T	False	0	True	One Pair
928	♣A	♠2	False	2	True	Three Of A Kind
929	♡3	♠9	False	0	False	One Pair
930	♠6	♢4	False	0	True	Three Of A Kind
931	♣2	♣4	True	1	True	Four Of A Kind
932	♢8	♣K	False	0	False	High Card
933	♡3	♠2	False	2	True	Three Of A Kind
934	♢2	♣8	False	1	True	Three Of A Kind
935	♠T	♠T	True	2	False	One Pair
936	♣K	♡T	False	0	False	High Card
937	♢6	♠4	False	0	True	Four Of A Kind
938	♡T	♠7	False	0	True	Three Of A Kind
939	♣9	♠3	False	0	False	One Pair
940	♠4	♠A	True	0	False	High Card
941	♢A	♠2	False	2	True	One Pair
942	♣6	♠4	False	0	False	High Card
943	♣K	♢5	False	0	True	Full House
944	♢J	♣T	False	0	False	One Pair
945	♡5	♣Q	False	0	True	Three Of A Kind
946	♠2	♢3	False	1	True	Three Of A Kind
947	♡8	♢2	False	2	True	Four Of A Kind
948	♣3	♢6	False	0	False	High Card
949	♢6	♠8	False	0	True	Three Of A Kind
950	♠5	♢8	False	0	True	Two Pair
951	♠2	♠2	True	1	True	Three Of A Kind
952	♠K	♠T	True	2	True	Straight
953	♠3	♣8	False	0	True	One Pair
954	♣K	♣A	True	2	True	Three Of A Kind
955	♠J	♡6	False	0	True	Two Pair
956	♣7	♣Q	True	0	True	Two Pair
957	♣6	♡8	False	0	True	Straight
958	♢6	♣4	False	0	True	Two Pair
959	♠3	♣Q	False	0	False	One Pair
960	♢T	♢6	True	0	False	One Pair
961	♡9	♣A	False	0	True	One Pair
962	♢A	♢K	True	2	True	Two Pair
963	♢A	♡5	False	0	True	One Pair
964	♡T	♢9	False	0	True	One Pair
965	♢J	♢J	True	2	True	Full House
966	♣Q	♢K	False	2	True	Three Of A Kind
967	♠T	♠4	True	0	False	One Pair
968	♣K	♠T	False	0	False	One Pair
969	♠9	♡K	False	0	True	Four Of A Kind
970	♠5	♡3	False	0	False	High Card
971	♣K	♠8	False	0	True	Three Of A Kind
972	♡J	♡J	True	2	True	Three Of A Kind
973	♢5	♢Q	True	0	True	Full House
974	♠9	♢7	False	0	False	One Pair
975	♡K	♢9	False	0	True	Two Pair
976	♡T	♠7	False	0	True	One Pair
977	♢5	♢Q	True	0	True	Straight
978	♠Q	♡3	False	0	False	One Pair
979	♠J	♡A	False	0	False	High Card
980	♣6	♢5	False	0	True	Four Of A Kind
981	♢Q	♠K	False	2	True	Four Of A Kind
982	♣7	♢5	False	0	True	Three Of A Kind
983	♠5	♢K	False	0	True	Three Of A Kind
984	♢A	♢6	True	0	True	Two Pair
985	♠6	♣Q	False	0	False	One Pair
986	♠6	♡A	False	0	True	Three Of A Kind
987	♣J	♢4	False	0	True	Three Of A Kind
988	♡J	♣4	False	0	True	Three Of A Kind
989	♢A	♡7	False	0	False	One Pair
990	♡6	♡6	True	2	True	Four Of A Kind
991	♢7	♣6	False	0	False	One Pair
992	♠2	♣2	False	1	True	Four Of A Kind
993	♢T	♣2	False	2	True	Straight Flush
994	♠8	♢9	False	0	True	Three Of A Kind
995	♡K	♢7	False	0	False	High Card
996	♣7	♡3	False	0	True	Four Of A Kind
997	♡9	♡7	True	0	False	One Pair
998	♠T	♡3	False	0	False	One Pair
999	♡4	♣9	False	0	False	One Pair
0	♣Q	♣8	True	0	False	One Pair
1	♠Q	♢J	False	0	False	One Pair
2	♡K	♡4	True	0	True	Three Of A Kind
3	♢8	♢6	True	0	False	One Pair
4	♣9	♠K	False	0	False	One Pair
5	♡2	♡A	True	1	True	One Pair
6	♢6	♣9	False	0	True	Three Of A Kind
7	♡7	♢3	False	0	False	High Card
8	♠3	♠Q	True	0	False	High Card
9	♠5	♡5	False	2	False	One Pair
10	♣Q	♢A	False	2	True	Three Of A Kind
11	♡J	♠2	False	2	True	Four Of A Kind
12	♡7	♠T	False	0	False	One Pair
13	♡6	♢7	False	0	False	High Card
14	♡9	♠8	False	0	True	Three Of A Kind
15	♢T	♢3	True	0	False	One Pair
16	♡6	♡4	True	0	True	Four Of A Kind
17	♠T	♣A	False	0	True	One Pair
18	♢3	♢K	True	0	True	Three Of A Kind
19	♠4	♣A	False	0	True	Three Of A Kind
20	♢2	♡K	False	1	False	One Pair
21	♣7	♣4	True	0	True	Three Of A Kind
22	♠K	♣Q	False	2	True	One Pair
23	♢J	♢3	True	0	True	One Pair
24	♢2	♣6	False	1	True	Three Of A Kind
25	♡6	♡T	True	0	True	Four Of A Kind
26	♣Q	♡5	False	0	True	Two Pair
27	♢A	♣8	False	0	True	One Pair
28	♠5	♢4	False	0	True	Two Pair
29	♢9	♠3	False	0	True	Three Of A Kind
30	♢4	♠T	False	0	True	Straight Flush
31	♣A	♠6	False	0	False	High Card
32	♣5	♢A	False	0	True	One Pair
33	♡5	♠A	False	0	False	One Pair
34	♡J	♢T	False	0	True	Three Of A Kind
35	♣8	♡3	False	0	False	High Card
36	♣8	♠Q	False	0	False	High Card
37	♣T	♢5	False	0	False	One Pair
38	♡T	♠7	False	0	True	Three Of A Kind
39	♣6	♡T	False	0	False	High Card
40	♢9	♡5	False	0	False	High Card
41	♠K	♡9	False	0	True	Three Of A Kind
42	♢A	♢K	True	2	True	Flush
43	♠A	♠6	True	0	True	One Pair
44	♠8	♢T	False	0	True	Straight
45	♣K	♡9	False	0	False	One Pair
46	♣K	♡6	False	0	True	Three Of A Kind
47	♣J	♢J	False	2	True	Three Of A Kind
48	♢7	♠T	False	0	False	One Pair
49	♣K	♡5	False	0	False	One Pair
50	♡4	♢9	False	0	True	Three Of A Kind
51	♡4	♢6	False	0	True	Three Of A Kind
52	♢2	♢4	True	1	False	One Pair
53	♠A	♣T	False	0	False	High Card
54	♡T	♣9	False	0	True	Three Of A Kind
55	♣6	♣3	True	0	True	Four Of A Kind
56	♠3	♠Q	True	0	True	Three Of A Kind
57	♡Q	♣6	False	0	True	Two Pair
58	♠A	♢5	False	0	True	One Pair
59	♣8	♢8	False	2	False	One Pair
60	♡9	♠4	False	0	True	Three Of A Kind
61	♣7	♣J	True	0	True	Straight
62	♠2	♠3	True	1	False	One Pair
63	♠3	♣8	False	0	True	Three Of A Kind
64	♡K	♣J	False	0	False	One Pair
65	♢9	♢8	True	0	False	One Pair
66	♠A	♣A	False	2	True	Two Pair
67	♡3	♢4	False	0	True	Two Pair
68	♡T	♢5	False	0	False	One Pair
69	♢A	♠6	False	0	True	One Pair
70	♡K	♢3	False	0	True	Three Of A Kind
71	♣3	♠T	False	0	True	One Pair
72	♢A	♡2	False	2	True	Three Of A Kind
73	♣K	♠J	False	0	False	One Pair
74	♣K	♠K	False	2	True	Three Of A Kind
75	♡8	♢Q	False	0	True	One Pair
76	♢J	♣4	False	0	False	One Pair
77	♡T	♡8	True	0	False	One Pair
78	♣2	♠A	False	1	True	Four Of A Kind
79	♢4	♣8	False	0	False	High Card
80	♠5	♡4	False	0	True	Four Of A Kind
81	♠T	♢2	False	2	True	Three Of A Kind
82	♠8	♣A	False	0	True	One Pair
83	♣J	♡2	False	2	True	Full House
84	♣4	♣9	True	0	True	Flush
85	♠6	♠8	True	0	True	Three Of A Kind
86	♡Q	♢2	False	2	True	Full House
87	♡9	♠3	False	0	False	High Card
88	♡5	♢K	False	0	False	One Pair
89	♠5	♢7	False	0	True	Four Of A Kind
90	♣6	♡4	False	0	True	Two Pair
91	♡5	♣7	False	0	True	Three Of A Kind
92	♢T	♢A	True	2	True	Three Of A Kind
93	♠9	♠K	True	0	True	Four Of A Kind
94	♢K	♣9	False	0	False	One Pair
95	♡3	♢4	False	0	True	Three Of A Kind
96	♣6	♢4	False	0	True	Three Of A Kind
97	♡K	♢2	False	2	True	One Pair
98	♢T	♣7	False	0	False	One Pair
99	♢6	♡K	False	0	False	One Pair
100	♢2	♠T	False	1	False	One Pair
101	♣4	♡4	False	2	True	Three Of A Kind
102	♡6	♠5	False	0	True	Two Pair
103	♡J	♢5	False	0	False	High Card
104	♢K	♢K	True	2	False	One Pair
105	♡4	♠5	False	0	False	One Pair
106	♠Q	♡A	False	2	True	One Pair
107	♠K	♠6	True	0	True	Three Of A Kind
108	♣9	♢6	False	0	True	Two Pair
109	♣Q	♡5	False	0	False	One Pair
110	♣6	♠7	False	0	True	Three Of A Kind
111	♠3	♣3	False	2	True	Three Of A Kind
112	♣K	♣5	True	0	True	Full House
113	♢5	♡K	False	0	True	Four Of A Kind
114	♣Q	♠2	False	2	True	Three Of A Kind
115	♡9	♣2	False	2	True	Four Of A Kind
116	♠4	♠T	True	0	True	One Pair
117	♣3	♢4	False	0	False	One Pair
118	♣6	♢Q	False	0	True	One Pair
119	♢8	♢A	True	0	False	One Pair
120	♡8	♣3	False	0	False	One Pair
121	♢5	♠2	False	2	True	Three Of A Kind
122	♡4	♢K	False	0	True	Four Of A Kind
123	♡7	♣6	False	0	True	Full House
124	♢T	♡3	False	0	False	One Pair
125	♣T	♣T	True	2	True	Full House
126	♣6	♡A	False	0	True	Three Of A Kind
127	♣4	♣Q	True	0	True	Two Pair
128	♢J	♢6	True	0	True	Three Of A Kind
129	♢9	♢T	True	0	True	Four Of A Kind
130	♡5	♠8	False	0	False	High Card
131	♣9	♠T	False	0	False	High Card
132	♡K	♢5	False	0	False	One Pair
133	♡3	♠T	False	0	False	One Pair
134	♢2	♡J	False	1	True	Three Of A Kind
135	♣Q	♣8	True	0	True	Three Of A Kind
136	♣Q	♡T	False	0	True	Straight
137	♢A	♠5	False	0	True	Three Of A Kind
138	♠7	♠4	True	0	True	Three Of A Kind
139	♡6	♡5	True	0	True	Four Of A Kind
140	♣5	♡8	False	0	True	Four Of A Kind
141	♢A	♣T	False	0	True	Three Of A Kind
142	♡K	♢7	False	0	True	Three Of A Kind
143	♣Q	♡T	False	0	True	Two Pair
144	♢T	♠6	False	0	True	Straight
145	♠K	♠J	True	2	False	One Pair
146	♣9	♣Q	True	0	False	One Pair
147	♠2	♢3	False	1	True	Three Of A Kind
148	♢9	♠3	False	0	False	One Pair
149	♢Q	♠9	False	0	True	Three Of A Kind
150	♠K	♢8	False	0	True	One Pair
151	♡5	♡2	True	2	True	Straight
152	♣8	♠A	False	0	True	Three Of A Kind
153	♣J	♡5	False	0	False	One Pair
154	♣K	♠A	False	2	True	Two Pair
155	♡K	♠8	False	0	True	Two Pair
156	♠Q	♢7	False	0	False	One Pair
157	♣4	♠J	False	0	True	Four Of A Kind
158	♢Q	♣3	False	0	True	Four Of A Kind
159	♠K	♠T	True	2	False	One Pair
160	♢2	♢2	True	1	True	Four Of A Kind
161	♡Q	♡J	True	2	False	One Pair
162	♠9	♢4	False	0	True	Full House
163	♢4	♢3	True	0	True	One Pair
164	♣9	♢5	False	0	True	Three Of A Kind
165	♣9	♢7	False	0	True	Three Of A Kind
166	♡7	♢K	False	0	False	High Card
167	♣A	♠5	False	0	True	One Pair
168	♡4	♠Q	False	0	False	High Card
169	♡J	♠4	False	0	True	Full House
170	♣9	♠8	False	0	True	Three Of A Kind
171	♡7	♠Q	False	0	False	One Pair
172	♠K	♡3	False	0	False	One Pair
173	♡T	♣5	False	0	True	Three Of A Kind
174	♡6	♠3	False	0	False	One Pair
175	♢9	♠3	False	0	True	Three Of A Kind
176	♣8	♡A	False	0	True	Full House
177	♡Q	♣2	False	2	True	Three Of A Kind
178	♢8	♡9	False	0	True	One Pair
179	♢Q	♡K	False	2	True	Three Of A Kind
180	♢2	♠Q	False	1	True	Straight
181	♡6	♠6	False	2	True	Four Of A Kind
182	♣2	♠2	False	1	True	Three Of A Kind
183	♣8	♠6	False	0	True	Three Of A Kind
184	♣8	♠4	False	0	True	Three Of A Kind
185	♡Q	♣K	False	2	False	One Pair
186	♡6	♣3	False	0	False	High Card
187	♢J	♠9	False	0	True	Full House
188	♣6	♠T	False	0	True	Two Pair
189	♢9	♠5	False	0	False	High Card
190	♢9	♠T	False	0	True	Two Pair
191	♠2	♡7	False	1	False	One Pair
192	♠Q	♢9	False	0	True	Three Of A Kind
193	♡3	♡T	True	0	True	Four Of A Kind
194	♠J	♢K	False	0	False	High Card
195	♣K	♡3	False	0	False	One Pair
196	♣9	♡3	False	0	False	High Card
197	♢6	♡5	False	0	False	One Pair
198	♢9	♠J	False	0	True	Four Of A Kind
199	♣2	♢8	False	1	True	Three Of A Kind
200	♣2	♠4	False	1	True	Flush
201	♠8	♣8	False	2	True	Three Of A Kind
202	♠8	♣8	False	2	True	Three Of A Kind
203	♠2	♡9	False	1	False	One Pair
204	♢4	♡6	False	0	True	Four Of A Kind
205	♣7	♡4	False	0	False	One Pair
206	♢Q	♡J	False	0	True	One Pair
207	♣Q	♡6	False	0	False	High Card
208	♣T	♠4	False	0	True	One Pair
209	♡4	♠4	False	2	True	Three Of A Kind
210	♡Q	♡Q	True	2	True	Three Of A Kind
211	♡J	♣A	False	0	False	High Card
212	♣K	♢A	False	2	False	One Pair
213	♢A	♡5	False	0	True	Three Of A Kind
214	♣4	♢2	False	2	True	Three Of A Kind
215	♣A	♡Q	False	2	True	Three Of A Kind
216	♠9	♡2	False	2	True	Three Of A Kind
217	♡K	♡6	True	0	False	One Pair
218	♠2	♢8	False	1	True	One Pair
219	♣Q	♢8	False	0	False	One Pair
220	♠5	♡9	False	0	True	Full House
221	♣A	♠A	False	2	True	Two Pair
222	♣7	♡3	False	0	True	Full House
223	♣9	♡Q	False	0	True	Two Pair
224	♡4	♣6	False	0	True	Four Of A Kind
225	♠3	♠9	True	0	True	Two Pair
226	♠Q	♣Q	False	2	True	Four Of A Kind
227	♣8	♡K	False	0	False	One Pair
228	♣6	♠8	False	0	False	High Card
229	♢Q	♣7	False	0	True	One Pair
230	♣A	♠J	False	0	False	High Card
231	♡K	♠3	False	0	True	Three Of A Kind
232	♢8	♢J	True	0	True	Flush
233	♣4	♢6	False	0	False	One Pair
234	♢3	♠4	False	0	True	Three Of A Kind
235	♢9	♠7	False	0	True	Three Of A Kind
236	♣2	♣2	True	1	True	Three Of A Kind
237	♠T	♣4	False	0	True	Three Of A Kind
238	♡5	♡8	True	0	True	Straight
239	♠2	♠J	True	1	True	Straight
240	♣J	♠6	False	0	True	Four Of A Kind
241	♠4	♢J	False	0	False	One Pair
242	♡5	♡6	True	0	True	Three Of A Kind
243	♢4	♣7	False	0	True	Three Of A Kind
244	♣T	♡2	False	2	False	One Pair
245	♣4	♢T	False	0	True	Two Pair
246	♢8	♡J	False	0	True	Full House
247	♣5	♣T	True	0	False	One Pair
248	♢T	♣3	False	0	True	Two Pair
249	♣6	♠T	False	0	False	One Pair
250	♠Q	♣4	False	0	False	High Card
251	♠K	♡2	False	2	True	Three Of A Kind
252	♣7	♡T	False	0	True	Two Pair
253	♡7	♠Q	False	0	True	Three Of A Kind
254	♢2	♡4	False	1	True	Straight
255	♠6	♢2	False	2	True	Three Of A Kind
256	♢Q	♢3	True	0	True	Full House
257	♡8	♡K	True	0	False	High Card
258	♣5	♢3	False	0	True	Three Of A Kind
259	♢T	♡A	False	0	False	High Card
260	♠8	♡Q	False	0	False	One Pair
261	♣J	♣A	True	2	True	Three Of A Kind
262	♢A	♡T	False	0	False	One Pair
263	♠3	♣8	False	0	True	Two Pair
264	♡2	♢J	False	1	True	Four Of A Kind
265	♡T	♠7	False	0	False	One Pair
266	♡Q	♡3	True	0	True	Three Of A Kind
267	♣2	♢2	False	1	True	Three Of A Kind
268	♠6	♡2	False	2	True	Three Of A Kind
269	♡K	♣A	False	2	False	High Card
270	♣Q	♢7	False	0	True	Three Of A Kind
271	♠Q	♣9	False	0	True	Three Of A Kind
272	♡T	♣Q	False	0	True	Three Of A Kind
273	♡9	♡A	True	0	True	One Pair
274	♣7	♣5	True	0	True	Three Of A Kind
275	♢J	♡A	False	0	True	Two Pair
276	♣K	♠5	False	0	True	Four Of A Kind
277	♢J	♣8	False	0	True	Three Of A Kind
278	♠8	♠2	True	2	True	Three Of A Kind
279	♡7	♠6	False	0	True	Four Of A Kind
280	♢A	♠K	False	2	True	Three Of A Kind
281	♠7	♡9	False	0	True	Straight
282	♠J	♣4	False	0	True	Three Of A Kind
283	♠K	♣2	False	2	True	One Pair
284	♠A	♢K	False	2	True	Two Pair
285	♡9	♠4	False	0	True	Three Of A Kind
286	♡T	♡7	True	0	True	Straight Flush
287	♠K	♠9	True	0	False	One Pair
288	♣A	♣A	True	2	False	One Pair
289	♠Q	♢6	False	0	False	High Card
290	♣8	♡5	False	0	False	One Pair
291	♢K	♡7	False	0	False	One Pair
292	♢2	♠K	False	1	False	One Pair
293	♣6	♢J	False	0	False	High Card
294	♠8	♢4	False	0	True	One Pair
295	♣4	♠2	False	2	True	Five Of A Kind
296	♠4	♡9	False	0	True	Three Of A Kind
297	♣Q	♠J	False	0	True	Three Of A Kind
298	♠T	♡5	False	0	True	Four Of A Kind
299	♢5	♢4	True	0	True	Three Of A Kind
300	♢4	♢9	True	0	True	Three Of A Kind
301	♠A	♣Q	False	2	True	Three Of A Kind
302	♢3	♣9	False	0	False	One Pair
303	♠9	♣8	False	0	True	One Pair
304	♡A	♠3	False	0	True	Full House
305	♢3	♢8	True	0	False	One Pair
306	♣9	♢Q	False	0	True	Three Of A Kind
307	♠5	♡7	False	0	True	Four Of A Kind
308	♢T	♠J	False	0	False	One Pair
309	♠J	♡8	False	0	False	One Pair
310	♣Q	♣Q	True	2	True	Three Of A Kind
311	♠8	♢K	False	0	False	One Pair
312	♢9	♢6	True	0	False	One Pair
313	♣4	♣7	True	0	True	Three Of A Kind
314	♡A	♢7	False	0	True	Three Of A Kind
315	♣K	♢A	False	2	True	Three Of A Kind
316	♠T	♡4	False	0	True	One Pair
317	♢5	♠4	False	0	False	One Pair
318	♢5	♢6	True	0	False	High Card
319	♢5	♢K	True	0	True	One Pair
320	♢J	♡4	False	0	True	Three Of A Kind
321	♡8	♣4	False	0	True	Two Pair
322	♢A	♣T	False	0	False	One Pair
323	♢3	♡2	False	2	True	Three Of A Kind
324	♡K	♠T	False	0	True	Four Of A Kind
325	♡5	♠7	False	0	True	Three Of A Kind
326	♡T	♢2	False	2	True	Three Of A Kind
327	♣A	♠8	False	0	False	High Card
328	♣J	♠K	False	0	True	Three Of A Kind
329	♣3	♠9	False	0	True	Three Of A Kind
330	♡A	♡9	True	0	False	One Pair
331	♣5	♣5	True	2	False	One Pair
332	♢2	♢J	True	1	False	One Pair
333	♡6	♡9	True	0	True	Three Of A Kind
334	♣J	♣4	True	0	True	Two Pair
335	♡9	♠9	False	2	True	Three Of A Kind
336	♣5	♣7	True	0	True	Three Of A Kind
337	♡T	♢J	False	0	False	One Pair
338	♣7	♢2	False	2	True	Three Of A Kind
339	♢6	♢7	True	0	True	Four Of A Kind
340	♢5	♡4	False	0	True	Three Of A Kind
341	♢Q	♢T	True	2	False	High Card
342	♣8	♣K	True	0	False	One Pair
343	♡9	♠K	False	0	False	One Pair
344	♢2	♣8	False	1	True	Full House
345	♡6	♡3	True	0	True	Flush
346	♠J	♢4	False	0	False	High Card
347	♠9	♠A	True	0	True	Flush
348	♣9	♠K	False	0	False	High Card
349	♠3	♢9	False	0	True	Three Of A Kind
350	♡8	♠J	False	0	False	One Pair
351	♡8	♢K	False	0	True	Two Pair
352	♣9	♡A	False	0	False	High Card
353	♣T	♣4	True	0	False	One Pair
354	♠T	♣9	False	0	False	High Card
355	♣2	♠5	False	1	True	Straight
356	♣K	♣K	True	2	True	Three Of A Kind
357	♣3	♣Q	True	0	True	Three Of A Kind
358	♡A	♠5	False	0	True	Two Pair
359	♢7	♠4	False	0	False	One Pair
360	♢7	♢7	True	2	True	Two Pair
361	♢4	♢9	True	0	True	Three Of A Kind
362	♡K	♡2	True	2	False	One Pair
363	♠A	♠8	True	0	True	Three Of A Kind
364	♢T	♠J	False	0	True	Three Of A Kind
365	♠7	♢4	False	0	False	One Pair
